n_threads,time,n_points,dimensionality
1,0.794196,20000,4096
1,0.666118,20000,4096
1,0.539023,20000,4096
1,0.538452,20000,4096
1,0.537673,20000,4096
1,0.53906,20000,4096
1,0.538871,20000,4096
1,0.538016,20000,4096
1,0.538706,20000,4096
1,0.538662,20000,4096
1,0.53775,20000,4096
1,0.591023,20000,4096
1,0.5492,20000,4096
1,0.542503,20000,4096
1,0.538203,20000,4096
1,0.53714,20000,4096
1,0.537951,20000,4096
1,0.538118,20000,4096
1,0.537548,20000,4096
1,0.53874,20000,4096
1,0.538379,20000,4096
1,0.537131,20000,4096
1,0.59037,20000,4096
1,0.540216,20000,4096
1,0.550347,20000,4096
1,0.536855,20000,4096
1,0.542906,20000,4096
1,0.536939,20000,4096
1,0.537859,20000,4096
1,0.539365,20000,4096
1,0.537222,20000,4096
1,0.538322,20000,4096
1,0.53731,20000,4096
1,0.538144,20000,4096
1,0.537145,20000,4096
1,0.537693,20000,4096
1,0.537336,20000,4096
1,0.537136,20000,4096
1,0.538061,20000,4096
1,0.537009,20000,4096
1,0.537014,20000,4096
1,0.586506,20000,4096
1,0.543013,20000,4096
1,0.537147,20000,4096
1,0.548691,20000,4096
1,0.537709,20000,4096
1,0.537847,20000,4096
1,0.542318,20000,4096
1,0.537362,20000,4096
1,0.537442,20000,4096
2,0.574367,20000,4096
2,0.336163,20000,4096
2,0.328886,20000,4096
2,0.333302,20000,4096
2,0.312529,20000,4096
2,0.328646,20000,4096
2,0.336036,20000,4096
2,0.344905,20000,4096
2,0.341466,20000,4096
2,0.358077,20000,4096
2,0.370026,20000,4096
2,0.346117,20000,4096
2,0.340652,20000,4096
2,0.341511,20000,4096
2,0.338186,20000,4096
2,0.58981,20000,4096
2,0.311556,20000,4096
2,0.318004,20000,4096
2,0.319012,20000,4096
2,0.319683,20000,4096
2,0.358848,20000,4096
2,0.338831,20000,4096
2,0.318333,20000,4096
2,0.29028,20000,4096
2,0.334819,20000,4096
2,0.326203,20000,4096
2,0.357496,20000,4096
2,0.326509,20000,4096
2,0.319207,20000,4096
2,0.311901,20000,4096
2,0.312634,20000,4096
2,0.318934,20000,4096
2,0.290695,20000,4096
2,0.32473,20000,4096
2,0.321282,20000,4096
2,0.353633,20000,4096
2,0.290268,20000,4096
2,0.338189,20000,4096
2,0.311703,20000,4096
2,0.288248,20000,4096
2,0.306222,20000,4096
2,0.334027,20000,4096
2,0.311283,20000,4096
2,0.312325,20000,4096
2,0.287663,20000,4096
2,0.349154,20000,4096
2,0.311498,20000,4096
2,0.288121,20000,4096
2,0.311607,20000,4096
2,0.312048,20000,4096
4,0.376045,20000,4096
4,0.448952,20000,4096
4,0.439562,20000,4096
4,0.438611,20000,4096
4,0.439447,20000,4096
4,0.438944,20000,4096
4,0.438118,20000,4096
4,0.440524,20000,4096
4,0.444046,20000,4096
4,0.438847,20000,4096
4,0.448092,20000,4096
4,0.439361,20000,4096
4,0.438832,20000,4096
