n_threads,time,n_points,dimensionality
8,0.469595,30000,2048
8,0.467974,30000,2048
8,0.46821,30000,2048
8,0.467782,30000,2048
8,0.467765,30000,2048
8,0.467969,30000,2048
8,0.467641,30000,2048
8,0.467807,30000,2048
8,0.467824,30000,2048
8,0.468247,30000,2048
8,0.468609,30000,2048
8,0.467789,30000,2048
8,0.467804,30000,2048
8,0.467777,30000,2048
8,0.468126,30000,2048
8,0.468051,30000,2048
8,0.468335,30000,2048
8,0.468296,30000,2048
8,0.471144,30000,2048
8,0.469785,30000,2048
8,0.471377,30000,2048
8,0.470607,30000,2048
8,0.468048,30000,2048
8,0.506823,30000,2048
8,0.484918,30000,2048
8,0.468143,30000,2048
8,0.467986,30000,2048
16,0.70226,30000,2048
16,0.484523,30000,2048
16,0.477804,30000,2048
16,0.478006,30000,2048
16,0.478335,30000,2048
16,0.479786,30000,2048
16,0.478123,30000,2048
16,0.478081,30000,2048
16,0.479533,30000,2048
16,0.481012,30000,2048
16,0.477754,30000,2048
16,0.47825,30000,2048
16,0.478682,30000,2048
16,0.478539,30000,2048
16,0.480157,30000,2048
16,0.478471,30000,2048
16,0.479925,30000,2048
16,0.478701,30000,2048
16,0.478094,30000,2048
16,0.479789,30000,2048
16,0.478478,30000,2048
16,0.478207,30000,2048
16,0.479549,30000,2048
16,0.478552,30000,2048
16,0.478926,30000,2048
16,0.477579,30000,2048
16,0.477449,30000,2048
16,0.478113,30000,2048
16,0.520267,30000,2048
16,0.485259,30000,2048
16,0.478147,30000,2048
16,0.483419,30000,2048
16,0.477841,30000,2048
16,0.477846,30000,2048
16,0.481703,30000,2048
16,0.481534,30000,2048
16,0.477921,30000,2048
16,0.478364,30000,2048
16,0.477805,30000,2048
16,0.477679,30000,2048
16,0.477729,30000,2048
16,0.483737,30000,2048
16,0.477958,30000,2048
16,0.478108,30000,2048
16,0.479651,30000,2048
16,0.478266,30000,2048
16,0.479545,30000,2048
16,0.478263,30000,2048
16,0.477981,30000,2048
