n_threads,time,n_points,dimensionality
1,0.844882,30000,2048
1,0.773611,30000,2048
1,0.442339,30000,2048
1,0.443924,30000,2048
1,0.442183,30000,2048
1,0.443498,30000,2048
1,0.443047,30000,2048
1,0.442396,30000,2048
1,0.443735,30000,2048
1,0.443298,30000,2048
1,0.443442,30000,2048
1,0.443545,30000,2048
1,0.471517,30000,2048
1,0.467317,30000,2048
1,0.441296,30000,2048
1,0.443732,30000,2048
1,0.441999,30000,2048
1,0.453426,30000,2048
1,0.442713,30000,2048
1,0.441912,30000,2048
1,0.442436,30000,2048
1,0.44247,30000,2048
1,0.442337,30000,2048
1,0.442484,30000,2048
1,0.44233,30000,2048
1,0.443488,30000,2048
1,0.491124,30000,2048
1,0.441745,30000,2048
1,0.451606,30000,2048
1,0.443731,30000,2048
1,0.441789,30000,2048
1,0.441843,30000,2048
1,0.44184,30000,2048
1,0.441415,30000,2048
1,0.441954,30000,2048
1,0.442132,30000,2048
1,0.441636,30000,2048
1,0.441753,30000,2048
1,0.441968,30000,2048
1,0.441537,30000,2048
1,0.441808,30000,2048
1,0.442609,30000,2048
1,0.441749,30000,2048
1,0.453878,30000,2048
1,0.442108,30000,2048
1,0.443077,30000,2048
1,0.441835,30000,2048
1,0.442529,30000,2048
1,0.490649,30000,2048
1,0.446469,30000,2048
2,0.435787,30000,2048
2,0.296969,30000,2048
2,0.306084,30000,2048
2,0.291143,30000,2048
2,0.296312,30000,2048
2,0.295473,30000,2048
2,0.291245,30000,2048
2,0.310053,30000,2048
2,0.29757,30000,2048
2,0.296109,30000,2048
2,0.286942,30000,2048
2,0.290942,30000,2048
2,0.29306,30000,2048
2,0.30353,30000,2048
2,0.302707,30000,2048
2,0.304265,30000,2048
2,0.299472,30000,2048
2,0.378468,30000,2048
2,0.29374,30000,2048
2,0.328525,30000,2048
2,0.325515,30000,2048
2,0.303668,30000,2048
2,0.305921,30000,2048
2,0.464334,30000,2048
2,0.283193,30000,2048
2,0.281555,30000,2048
2,0.28523,30000,2048
2,0.282292,30000,2048
2,0.28938,30000,2048
2,0.289749,30000,2048
2,0.378106,30000,2048
2,0.276712,30000,2048
2,0.277504,30000,2048
2,0.287234,30000,2048
2,0.286935,30000,2048
2,0.288232,30000,2048
2,0.289108,30000,2048
2,0.318022,30000,2048
2,0.280625,30000,2048
2,0.282472,30000,2048
2,0.282318,30000,2048
2,0.280585,30000,2048
2,0.286398,30000,2048
2,0.280981,30000,2048
2,0.286769,30000,2048
2,0.282161,30000,2048
2,0.287977,30000,2048
2,0.281667,30000,2048
2,0.316547,30000,2048
2,0.281471,30000,2048
4,0.457394,30000,2048
4,0.540061,30000,2048
4,0.541476,30000,2048
4,0.538241,30000,2048
4,0.537763,30000,2048
4,0.532386,30000,2048
4,0.538059,30000,2048
4,0.537471,30000,2048
4,0.542191,30000,2048
4,0.539153,30000,2048
4,0.538538,30000,2048
4,0.537748,30000,2048
4,0.537742,30000,2048
4,0.536398,30000,2048
4,0.538635,30000,2048
4,0.537451,30000,2048
4,0.537083,30000,2048
4,0.537709,30000,2048
4,0.532331,30000,2048
4,0.538847,30000,2048
4,0.535274,30000,2048
4,0.539145,30000,2048
4,0.537762,30000,2048
4,0.53871,30000,2048
4,0.556592,30000,2048
4,0.537448,30000,2048
4,0.536992,30000,2048
4,0.535733,30000,2048
4,0.537436,30000,2048
4,0.542389,30000,2048
4,0.557513,30000,2048
4,0.57598,30000,2048
4,0.543171,30000,2048
4,0.558935,30000,2048
4,0.535694,30000,2048
4,0.538725,30000,2048
4,0.536784,30000,2048
4,0.536005,30000,2048
4,0.536784,30000,2048
4,0.536606,30000,2048
4,0.538033,30000,2048
4,0.536607,30000,2048
4,0.536004,30000,2048
4,0.536986,30000,2048
4,0.536135,30000,2048
4,0.536253,30000,2048
4,0.542077,30000,2048
4,0.536442,30000,2048
4,0.535245,30000,2048
4,0.564816,30000,2048
8,0.480716,30000,2048
8,0.479264,30000,2048
8,0.479554,30000,2048
8,0.48048,30000,2048
8,0.479806,30000,2048
8,0.478579,30000,2048
8,0.479124,30000,2048
8,0.479409,30000,2048
8,0.478777,30000,2048
8,0.478862,30000,2048
8,0.47875,30000,2048
8,0.479166,30000,2048
8,0.490523,30000,2048
8,0.479841,30000,2048
8,0.479496,30000,2048
8,0.47965,30000,2048
8,0.479583,30000,2048
8,0.480952,30000,2048
8,0.481994,30000,2048
8,0.487324,30000,2048
8,0.488864,30000,2048
8,0.558542,30000,2048
8,0.489546,30000,2048
8,0.481552,30000,2048
8,0.59019,30000,2048
8,0.484118,30000,2048
8,0.485476,30000,2048
8,0.483626,30000,2048
8,0.480573,30000,2048
8,0.492457,30000,2048
8,0.489657,30000,2048
8,0.478421,30000,2048
8,0.479074,30000,2048
8,0.476102,30000,2048
8,0.476989,30000,2048
8,0.476602,30000,2048
8,0.476429,30000,2048
8,0.476755,30000,2048
8,0.476823,30000,2048
8,0.475803,30000,2048
8,0.475711,30000,2048
8,0.505975,30000,2048
8,0.484945,30000,2048
8,0.479893,30000,2048
8,0.476371,30000,2048
8,0.477074,30000,2048
8,0.477243,30000,2048
8,0.476731,30000,2048
8,0.480547,30000,2048
