n_threads,time,n_points,dimensionality
2,0.50957,30000,4096
2,0.522875,30000,4096
2,0.505357,30000,4096
2,0.580971,30000,4096
2,0.516207,30000,4096
2,0.508634,30000,4096
2,0.515327,30000,4096
2,0.514396,30000,4096
2,0.522573,30000,4096
2,0.51333,30000,4096
2,0.51188,30000,4096
4,0.581887,30000,4096
4,0.662259,30000,4096
4,0.658967,30000,4096
4,0.677098,30000,4096
4,0.650676,30000,4096
4,0.726743,30000,4096
4,0.663091,30000,4096
4,0.658758,30000,4096
4,0.650428,30000,4096
4,0.659379,30000,4096
4,0.648971,30000,4096
4,0.921815,30000,4096
4,0.738148,30000,4096
4,0.653797,30000,4096
4,0.653697,30000,4096
4,0.650002,30000,4096
4,0.650928,30000,4096
4,0.6502,30000,4096
4,0.67499,30000,4096
4,0.657971,30000,4096
4,0.657386,30000,4096
4,0.657923,30000,4096
4,0.656119,30000,4096
4,0.658628,30000,4096
4,0.658939,30000,4096
4,0.659531,30000,4096
4,0.65771,30000,4096
4,0.657679,30000,4096
4,0.657882,30000,4096
4,0.654617,30000,4096
4,0.658689,30000,4096
4,0.656655,30000,4096
4,0.657453,30000,4096
4,0.657325,30000,4096
4,0.655711,30000,4096
4,0.657575,30000,4096
4,0.690024,30000,4096
4,0.659115,30000,4096
4,0.657273,30000,4096
4,0.653969,30000,4096
4,0.652725,30000,4096
4,0.653525,30000,4096
4,0.652772,30000,4096
4,0.655404,30000,4096
4,0.652532,30000,4096
4,0.652287,30000,4096
4,0.67295,30000,4096
4,0.711699,30000,4096
4,0.739074,30000,4096
4,0.68151,30000,4096
8,0.575996,30000,4096
8,0.580621,30000,4096
8,0.546145,30000,4096
8,0.627127,30000,4096
8,0.541999,30000,4096
8,0.540811,30000,4096
8,0.539551,30000,4096
8,0.538526,30000,4096
8,0.548607,30000,4096
8,0.569396,30000,4096
8,0.540587,30000,4096
8,0.541071,30000,4096
8,0.541806,30000,4096
8,0.539898,30000,4096
8,0.538398,30000,4096
8,0.535176,30000,4096
8,0.539117,30000,4096
8,0.571875,30000,4096
8,0.549673,30000,4096
8,0.542068,30000,4096
8,0.542828,30000,4096
8,0.541667,30000,4096
8,0.540491,30000,4096
8,0.540633,30000,4096
8,0.582532,30000,4096
8,0.545888,30000,4096
8,0.545193,30000,4096
8,0.543058,30000,4096
8,0.541617,30000,4096
8,0.542009,30000,4096
8,0.538547,30000,4096
8,0.541263,30000,4096
8,0.544093,30000,4096
8,0.541447,30000,4096
8,0.540749,30000,4096
8,0.540689,30000,4096
8,0.541075,30000,4096
8,0.540097,30000,4096
8,0.540539,30000,4096
8,0.541488,30000,4096
8,0.540983,30000,4096
8,0.541068,30000,4096
8,0.538993,30000,4096
8,0.54012,30000,4096
8,0.540467,30000,4096
8,0.642374,30000,4096
8,0.559603,30000,4096
8,0.539916,30000,4096
8,0.541017,30000,4096
8,0.538641,30000,4096
16,0.483058,30000,4096
16,0.482098,30000,4096
16,0.482025,30000,4096
16,0.480926,30000,4096
16,0.48382,30000,4096
16,0.492321,30000,4096
16,0.481699,30000,4096
16,0.493402,30000,4096
16,0.493588,30000,4096
16,0.485736,30000,4096
16,0.483446,30000,4096
16,0.486242,30000,4096
16,0.484252,30000,4096
16,0.500491,30000,4096
16,0.48283,30000,4096
16,0.481539,30000,4096
16,0.481171,30000,4096
16,0.480824,30000,4096
16,0.481328,30000,4096
16,0.479822,30000,4096
16,0.480069,30000,4096
16,0.479689,30000,4096
16,0.479641,30000,4096
16,0.478067,30000,4096
16,0.47871,30000,4096
16,0.480044,30000,4096
16,0.479861,30000,4096
16,0.478758,30000,4096
16,0.479022,30000,4096
16,0.479711,30000,4096
16,0.50158,30000,4096
16,0.535291,30000,4096
16,0.485899,30000,4096
16,0.494005,30000,4096
16,0.482477,30000,4096
16,0.48241,30000,4096
16,0.482291,30000,4096
16,0.48096,30000,4096
16,0.479139,30000,4096
16,0.480604,30000,4096
16,0.480233,30000,4096
16,0.480803,30000,4096
16,0.480414,30000,4096
16,0.480133,30000,4096
16,0.480213,30000,4096
16,0.480289,30000,4096
16,0.479895,30000,4096
16,0.479165,30000,4096
16,0.492295,30000,4096
16,0.492149,30000,4096
32,0.472565,30000,4096
32,0.123499,30000,4096
32,0.193867,30000,4096
32,0.115184,30000,4096
32,0.115892,30000,4096
32,0.114264,30000,4096
32,0.115446,30000,4096
32,0.115698,30000,4096
32,0.115295,30000,4096
32,0.114895,30000,4096
32,0.11539,30000,4096
32,0.115244,30000,4096
32,0.11499,30000,4096
32,0.114764,30000,4096
32,0.1161,30000,4096
32,0.115724,30000,4096
32,0.124138,30000,4096
32,0.114337,30000,4096
32,0.130285,30000,4096
32,0.120407,30000,4096
32,0.114288,30000,4096
32,0.117444,30000,4096
32,0.120569,30000,4096
32,0.115998,30000,4096
32,0.115321,30000,4096
32,0.11472,30000,4096
32,0.114741,30000,4096
32,0.116893,30000,4096
32,0.115818,30000,4096
32,0.114982,30000,4096
32,0.115177,30000,4096
32,0.114685,30000,4096
32,0.11501,30000,4096
32,0.114654,30000,4096
32,0.114833,30000,4096
32,0.114951,30000,4096
32,0.115453,30000,4096
32,0.115737,30000,4096
32,0.114942,30000,4096
32,0.11476,30000,4096
32,0.124508,30000,4096
32,0.113862,30000,4096
32,0.196209,30000,4096
32,0.114464,30000,4096
32,0.117357,30000,4096
32,0.118154,30000,4096
32,0.117517,30000,4096
32,0.113773,30000,4096
32,0.118834,30000,4096
32,0.113979,30000,4096
