n_threads,time,n_points,dimensionality
3,0.229902,30000,2048
3,0.232426,30000,2048
3,0.230957,30000,2048
3,0.229894,30000,2048
3,0.232114,30000,2048
3,0.231044,30000,2048
3,0.232577,30000,2048
3,0.228824,30000,2048
3,0.239374,30000,2048
3,0.237119,30000,2048
3,0.24394,30000,2048
3,0.241115,30000,2048
3,0.231411,30000,2048
3,0.228263,30000,2048
3,0.230923,30000,2048
3,0.232553,30000,2048
3,0.258267,30000,2048
3,0.230921,30000,2048
3,0.234771,30000,2048
3,0.234185,30000,2048
3,0.230076,30000,2048
3,0.229091,30000,2048
3,0.228582,30000,2048
3,0.232894,30000,2048
3,0.230378,30000,2048
3,0.228951,30000,2048
3,0.231943,30000,2048
3,0.236571,30000,2048
3,0.232406,30000,2048
3,0.228253,30000,2048
3,0.229178,30000,2048
3,0.228207,30000,2048
3,0.229716,30000,2048
3,0.229961,30000,2048
3,0.231213,30000,2048
3,0.229404,30000,2048
3,0.229119,30000,2048
3,0.245612,30000,2048
3,0.266816,30000,2048
3,0.240617,30000,2048
3,0.237228,30000,2048
3,0.243395,30000,2048
3,0.233459,30000,2048
3,0.23236,30000,2048
3,0.238997,30000,2048
3,0.248793,30000,2048
3,0.235615,30000,2048
3,0.233703,30000,2048
4,0.298369,30000,2048
4,0.206952,30000,2048
4,0.192523,30000,2048
4,0.191301,30000,2048
4,0.191164,30000,2048
4,0.332234,30000,2048
4,0.207474,30000,2048
4,0.200415,30000,2048
4,0.21683,30000,2048
4,0.21088,30000,2048
4,0.191039,30000,2048
4,0.209825,30000,2048
4,0.205576,30000,2048
4,0.193856,30000,2048
4,0.194117,30000,2048
4,0.246187,30000,2048
4,0.235208,30000,2048
4,0.200689,30000,2048
4,0.206405,30000,2048
4,0.207386,30000,2048
4,0.208458,30000,2048
4,0.20285,30000,2048
4,0.199612,30000,2048
4,0.198521,30000,2048
4,0.210296,30000,2048
4,0.201341,30000,2048
4,0.19905,30000,2048
4,0.2088,30000,2048
4,0.191716,30000,2048
4,0.191282,30000,2048
4,0.190858,30000,2048
4,0.203768,30000,2048
4,0.198882,30000,2048
4,0.199965,30000,2048
4,0.199293,30000,2048
4,0.199257,30000,2048
4,0.204383,30000,2048
4,0.200692,30000,2048
4,0.198547,30000,2048
4,0.197333,30000,2048
4,0.185597,30000,2048
4,0.190621,30000,2048
4,0.198086,30000,2048
4,0.186255,30000,2048
4,0.197476,30000,2048
4,0.185639,30000,2048
4,0.184951,30000,2048
4,0.185683,30000,2048
4,0.184923,30000,2048
4,0.190669,30000,2048
5,0.267459,30000,2048
5,0.181671,30000,2048
5,0.176682,30000,2048
5,0.175556,30000,2048
5,0.175771,30000,2048
